filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,capped-brood-cells,288,75,560,245
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,capped-brood-cells,281,420,413,584
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,bee-larvae,73,281,181,419
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,chalk-brood,516,236,632,413
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,chalk-brood,357,259,496,421
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,chalk-brood,215,259,335,419
Screenshot-2024-06-25-152919_png.rf.31bb02f680bfe452f9acd39ca59b8884.jpg,640,640,chalk-brood,0,469,91,596
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,370,423,401,471
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,410,421,444,467
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,60,527,110,593
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,184,61,225,142
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,261,133,347,288
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,67,7,103,64
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,314,522,377,632
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,55,358,251,545
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,american-foulbrood,552,12,637,640
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,chalk-brood,408,325,446,375
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,chalk-brood,53,257,85,300
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,chalk-brood,225,147,261,195
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,bee-larvae,446,133,485,182
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,bee-larvae,518,273,553,318
EFB_pepperpot_brood_CMYK_jpg.rf.31c38f1e0466bd5d615ecde8217f355a.jpg,640,640,bee-larvae,479,368,514,415
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,94,352,285,606
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,283,443,467,598
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,289,352,478,424
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,82,48,367,297
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,260,288,406,351
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,373,109,435,282
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,414,281,485,328
BEE_HOPE-GIMONDE-2016_09_30-BL2_G-DSC_4061_JPG.rf.3112b3f162c8c0ff33e350131e5c37f3.jpg,640,640,wax-sealed-honey-cells,428,168,462,285
images-21-_jpeg.rf.31132d9d23d8fef4764cb3e107ffd5c3.jpg,640,640,empty-cells,56,67,582,391
Screenshot-2024-06-05-183007_png.rf.33caa3b7adb6369518b13934746a387b.jpg,640,640,capped-brood-cells,0,0,434,640
Screenshot-2024-06-05-183007_png.rf.33caa3b7adb6369518b13934746a387b.jpg,640,640,capped-brood-cells,14,0,445,640
Screenshot-2024-06-05-183007_png.rf.33caa3b7adb6369518b13934746a387b.jpg,640,640,worker-bee,356,9,637,628
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,92,104,592,205
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,65,216,154,314
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,177,204,276,296
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,296,205,490,243
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,544,205,598,309
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,empty-cells,75,344,400,466
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,nectar,515,319,584,465
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,wax-sealed-honey-cells,309,245,377,301
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,empty-cells,405,338,504,463
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,empty-cells,54,85,83,136
BEE_HOPE-ZAVIAL-2016_11_05-BL6_Z-DSC_4506_JPG.rf.337e3eac5e71540a5f3c310394dbf232.jpg,640,640,empty-cells,168,304,490,342
images-16-_jpeg.rf.33a3f403f5f5e71a674bc0f29f1c269b.jpg,640,640,queen-cell,177,287,369,402
images-16-_jpeg.rf.33a3f403f5f5e71a674bc0f29f1c269b.jpg,640,640,queen-cell,153,173,319,251
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,135,295,396,347
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,wax-sealed-honey-cells,307,183,636,295
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,443,405,467,427
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,479,399,501,415
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,404,436,424,458
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,405,488,422,511
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,409,509,431,533
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,queen-cell,357,544,394,591
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-drone-cells,619,496,637,515
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,351,352,398,511
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,221,433,350,507
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,148,221,232,297
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,23,153,111,261
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,119,150,167,181
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,44,289,113,335
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,127,410,169,473
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,174,482,218,535
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,233,520,314,581
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,315,561,351,607
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,449,432,541,576
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,542,479,592,548
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,526,363,585,426
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,316,252,380,272
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,empty-cells,362,271,404,289
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,queen-cell,84,350,125,394
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,233,244,286,279
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,157,350,206,390
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,283,399,352,434
0_PkjMuVvS4kTTCCu6_jpg.rf.3404d1023269c6e1ea93c4cf92f17a15.jpg,640,640,capped-brood-cells,323,511,365,536
Screenshot-2024-06-11-170440_png.rf.34100b426ce3258d2683babb467f2f65.jpg,640,640,1-egg,198,55,459,434
images-23-_jpeg.rf.33dcb7eb89e77357c72a67b659836471.jpg,640,640,wax-sealed-honey-cells,124,25,282,367
images-23-_jpeg.rf.33dcb7eb89e77357c72a67b659836471.jpg,640,640,empty-cells,351,28,594,638
Screenshot-2024-06-05-182831_png.rf.310c3afda5139dc0182adeba3a141c34.jpg,640,640,capped-brood-cells,325,28,640,640
Screenshot-2024-06-25-130348_png.rf.33f71eab7827487371624a3bfbde8640.jpg,640,640,varroa-mites,323,170,378,241
Screenshot-2024-06-25-130348_png.rf.33f71eab7827487371624a3bfbde8640.jpg,640,640,varroa-mites,217,235,304,295
mature-queen-cell-in-hive_jpg.rf.336f4e8d35a987cbdd75e59971cdd913.jpg,640,640,queen-cell,350,14,462,555
mature-queen-cell-in-hive_jpg.rf.336f4e8d35a987cbdd75e59971cdd913.jpg,640,640,capped-brood-cells,120,176,222,640
Screenshot-2024-06-11-175415_png.rf.33c8fe6d0a5e09d23f91e82e70320847.jpg,640,640,multiple-eggs,196,81,489,505
Screenshot-2024-06-05-181416_png.rf.31d81817d49bee34b7f322872efa735b.jpg,640,640,worker-bee,13,40,326,457
Screenshot-2024-06-05-181416_png.rf.31d81817d49bee34b7f322872efa735b.jpg,640,640,worker-bee,5,433,174,605
Screenshot-2024-06-05-181416_png.rf.31d81817d49bee34b7f322872efa735b.jpg,640,640,wax-sealed-honey-cells,276,5,640,273
Screenshot-2024-06-25-155028_png.rf.33da10dbc44c9dadabb8485587cc0c34.jpg,640,640,nosema,156,222,301,456
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,293,5,469,30
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,166,0,389,75
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,90,119,182,155
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,113,270,295,327
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,163,358,350,408
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,126,426,252,492
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,65,491,305,532
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,134,570,323,619
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,310,201,435,248
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,467,184,575,248
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,542,79,605,131
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,196,124,297,199
Screenshot-2024-06-25-161033_png.rf.341b45608faf0606868474917092a6ea.jpg,640,640,nosema,3,200,64,245
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,pollen,470,31,531,116
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,pollen,333,186,462,269
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,pollen,269,11,336,112
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,pollen,527,471,593,586
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,230,78,574,194
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,223,186,326,529
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,272,486,480,640
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,43,304,159,622
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,6,200,99,340
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,0,462,56,567
Screenshot-2024-06-11-151009_png.rf.3339e6d6e67172eccc4d3e3a75a8d318.jpg,640,640,nectar,570,111,625,198
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,wax-sealed-honey-cells,452,5,579,101
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,wax-sealed-honey-cells,528,101,598,271
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,wax-sealed-honey-cells,506,366,593,620
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,wax-sealed-honey-cells,383,485,512,616
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,nectar,370,492,458,534
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,nectar,481,393,534,439
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,nectar,522,305,557,378
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,nectar,355,155,519,237
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,nectar,211,181,357,329
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,pollen,434,51,478,77
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,pollen,466,80,481,94
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,pollen,491,122,520,226
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,193,34,438,144
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,430,87,485,153
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,482,270,527,367
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,419,335,486,407
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,385,453,480,497
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,286,466,379,504
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,240,445,285,491
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,181,415,236,460
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,290,508,340,543
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,238,527,285,538
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,capped-brood-cells,206,513,236,530
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,285,543,310,555
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,272,495,322,507
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,235,482,245,497
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,212,534,239,548
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,307,549,341,567
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,239,575,264,600
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,340,508,381,561
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,321,527,340,546
BEE_HOPE-GIMONDE-2016_06_30-BL2_G-DSC_2838_JPG.rf.310da35435a62d425f0a48e2ac260870.jpg,640,640,bee-larvae,239,539,281,573
Screenshot-2024-06-25-104935_png.rf.34cce2f36f207e3aaa2d721d2e23fee6.jpg,640,640,wax-moth-larva-presence,122,343,603,553
Screenshot-2024-06-25-104935_png.rf.34cce2f36f207e3aaa2d721d2e23fee6.jpg,640,640,wax-moth-larva-presence,234,92,308,144
Screenshot-2024-06-25-104935_png.rf.34cce2f36f207e3aaa2d721d2e23fee6.jpg,640,640,wax-moth-larva-presence,313,152,359,208
Screenshot-2024-06-25-104935_png.rf.34cce2f36f207e3aaa2d721d2e23fee6.jpg,640,640,wax-moth-larva-presence,353,194,404,231
Screenshot-2024-06-24-195705_png.rf.34962ee79f6485b4af9fc7abcdd83a94.jpg,640,640,multiple-eggs,338,328,614,631
Screenshot-2024-06-24-195705_png.rf.34962ee79f6485b4af9fc7abcdd83a94.jpg,640,640,multiple-eggs,181,24,347,521
Screenshot-2024-06-24-195705_png.rf.34962ee79f6485b4af9fc7abcdd83a94.jpg,640,640,multiple-eggs,0,449,149,570
Screenshot-2024-06-24-195705_png.rf.34962ee79f6485b4af9fc7abcdd83a94.jpg,640,640,pollen,13,70,181,449
Screenshot-2024-06-24-195705_png.rf.34962ee79f6485b4af9fc7abcdd83a94.jpg,640,640,pollen,327,102,621,308
Screenshot-2024-06-25-153533_png.rf.342aa4f8b9fa023b2f82fbb6764513ee.jpg,640,640,chalk-brood,136,509,417,626
Screenshot-2024-06-25-153533_png.rf.342aa4f8b9fa023b2f82fbb6764513ee.jpg,640,640,chalk-brood,158,16,419,126
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,116,423,195,499
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,161,488,212,530
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,314,228,381,290
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,252,271,296,360
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,222,368,264,410
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,47,437,107,494
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,236,173,313,249
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,4,167,58,224
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,406,199,493,250
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,539,99,609,187
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,small-hive-beetle,278,46,330,120
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,empty-cells,0,229,192,405
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,empty-cells,78,9,227,222
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,empty-cells,347,34,535,174
Screenshot-2024-06-25-114300_png.rf.35205e3df90fcbfaf4857ab97bd6dbf9.jpg,640,640,empty-cells,319,291,450,445
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,wax-sealed-honey-cells,87,33,168,110
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,wax-sealed-honey-cells,171,66,226,221
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,wax-sealed-honey-cells,249,30,313,93
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,wax-sealed-honey-cells,408,33,586,189
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,nectar,416,73,466,173
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,nectar,99,114,162,210
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,nectar,56,112,104,266
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,nectar,36,25,97,109
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,empty-cells,95,219,579,410
BEE_HOPE-ZAVIAL-2016_08_18-BL2_Z-DSC_3410_JPG.rf.35d672d7599aa7108672ffcdfb0c6839.jpg,640,640,empty-cells,230,89,402,227
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,wax-sealed-honey-cells,1,1,640,107
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,wax-sealed-honey-cells,275,131,640,315
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,wax-sealed-honey-cells,537,340,640,637
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,worker-bee,35,277,140,588
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,worker-bee,92,117,153,214
Screenshot-2024-06-05-181020_png.rf.354789cc456c90c275b94ac49c1b6053.jpg,640,640,worker-bee,154,158,249,404
